,txt,sentiment,num_of_words
2355,"works like a charm: i bought a pair of these to replace similar hoses in my 5'er. the came on time, were well packaged, and work exactly as they should work. i had a tiny leak in one of the originals, and so replaced the pair. very happy with the results.",1,51
2384,"solid value: i might not want to nap on it myself, but my 2 year old loves it. good quality and a fair price.",1,24
2386,"wonderful app: i love reading essence magazine, i am happy i can now read it on my kindle fire. i recommend this",1,22
2397,"a page-turner modern day frankenstein: bought this book as someone loaned me the next two in the series. i read them all within 2 weeks because i needed to see what was coming next, and it was hard to put them down. i hope to hear more about deucalion's ""adventures"".",1,50
2400,excellent as always: i've been a fan of mr koontz for a long time. this book is on par with his best works and i'm hoping to read the rest of the series soon.,1,34
2409,d koontzs books: was looking for the frankenstein series. i found the first three books. they were brand new and arrived in good time.,1,24
2437,"beautiful: i love this pendant. my only complaint was that the stone needs to be polished but, other than that, it's perfect. the design really stands out and i get compliments on it often. :)",1,35
2438,love it!: i am very happy with the weight and quality of this product. i wear this necklace often and love it!,1,22
2440,recommend for young musicians: this is a great book for young musicians for inspiration. it tells a brief story in an easy to read format for each musician for a variety of instruments. good for those who have the potential to go professional.,1,43
2489,"spiritual fitness: loved this book; i have read it, taught 2 classes from it and it has transformed my life and the lives of my students. \i highly recommend this book and her tapes to anyone and everyone interested in spiritual growth.rev.judycockeysville, maryland",1,43
2493,"long but interesting: i got interested in reading this book after viewing the masterpiece theater showing of the forsyte saga. it was interesting to compare the movie's interpretation of the book, and it gave a little more insight into the motivations of each of the characters. overall a good book.",1,50
2532,"vitex: this product was great , smells weird but it is a root. i would buy it again, no side effects. great service and price.",1,25
2539,"fantastic: love this product, makes my skin look and feel great! it's easy to use, no mess no fuss. i don't use it everyday because i like to save it for the weekends because it makes my skin feel so good.",1,41
2555,the song is soulful: u are one of the best singers and in this song the two of u sound absolutely brilliant. when are u coming to india,1,28
2559,"i really like this music because of the words and the story: the singers are very good, both of them has a very nice voice and they are talented singer. i enjoy listening this music very much",1,37
