,txt,sentiment,num_of_words
29778,ummmmmmm: this is a really good cd......and i listen to punk music. im not really sure why i like it.......it's just good...ya know? unexplainible i guess.......,1,26
29792,"a great combination of many styles: the music resembles something from the squirel nut zippers but it is far better in quality and most of all, energy.",1,27
29824,"hoku: this cd is worth it. the songs in the movie ""snow day"". it is awesome. i know i might sound crazy but this song is awesome.",1,27
29873,"awesome!!!!!: i heard the song ""dive"", and i just have to get this album. scc has topped himself this time.",1,20
29875,fantastic!!: more hip hop then his others. i think this is one of the best he has done! i would recommend it to any one!!!!!! god bless!,1,27
29879,"great c.d.: this is a great c.d. it has upbeat songs, and is really fun to listen to, and it's about the most important thing of all... god!",0,28
29914,"too much scratch on dvd: the drama was great, but the product i bought had severe scratches and i had to give up 1/2 of contents.",0,26
29955,so cool!: this is one of the best cds i have listened to. all the songs are exellent! definately recommended,1,20
30055,cute!: i love this chandelier. it's large and it looks great in my dining room! it's pretty light too so it was easy to install alone.,1,26
30081,"the hobbit: the hobbit is an excellant family movie, and a must see if you would like to find out how the lord of the rings got started.",1,28
30091,dont buy: horribel its a copy of the origanal and it is so dark that you can hardly see ant thing that is going on,0,25
30116,thanks: i remember watching this when it first came out. i saw this and had to have it. thank you again,1,21
30132,"awful: this is painful to look at-avoid it like the plague-it has not much to do with the book of the same title,except in some plot details",0,27
30203,"the bible: a perfect gift for my mom, exactly what i ask for, arrived in good condition and accurate time. just what i asked for.",1,25
30230,beautiful: love how we were treated. bible was just as described. would order with them again. fast service. glad i got this.,1,22
30285,great product: this cb radio is excellent!!! it is great for small spaces and perfect for all-in-one conditions!,1,18
30287,cb sale and delivery: i already knew the quality of this unit. the purchase was easy and delivered sooner than promised.,1,21
30292,cobra 75wxst: this is a great product that takes up much less room and works well. i would definitely buy this product again if needed,1,25
30316,required reading: this was a required reading for a college class for grandson. not the type of book he really enjoys reading on a regular day.,0,26
30320,"great read: this book was great. it shows perspectives of racism, manhood and family. highly recommend it.",1,17
30364,fantastic series!: we watch it as a family and my 5 year old loves it. it's educational programming that is fun and engaging.,1,23
30387,pink princess poodle: i purchased the pink princess poodle for my niece as a christmas gift and she absolutely loves it. stuff it.. decorate it.. love it..!!,1,27
30396,"the best memory for the 60's: i really love this film, it is my weekend homeworks when i was under 12.",1,21
30397,this product...: arrived quickly and in great condition. we have enjoyed watching the dvds and fab is now a part of our everyday conversation. buy and enjoy.,1,27
30403,inability to play disc: unfortunately i was not able to play this disc = as the blu ray disc apparently had a different region code to my player,0,28
30424,binoculars for travel: perfect size! perfect weight! exactly what i needed for my trip to africa! exactly as advertised! they did the job!!!,1,23
30541,i love it!: very high quality product as any other ty beanie baby. i love the bright colors and the soft velvetty fabric.,1,23
30583,kenny rogers cd: i have been looking for this for about 1 year thank youwe love the song buy me a rose,1,22
30584,must have album: this album is a must have for all fans of kenny rogers. there are some fabulous ballads on it especially buy me a rose.,1,27
30590,bugs: the title is deceptive. it is a children's book with very large pictures of very few insects. i wanted a book with more info than it contains.,0,28
30593,my granddaughter loved it.: i bought this book for my granddaugher who has a fascination with bugs. she loved the big pictures and the explanations. a good buy.,1,28
30594,good book about bugs.: this book is great for identifying insects and other 'bugs'. the pictures are large and close up. my grandson loves it.,1,25
