Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
4800,okay: this is an okay player. i never had skipping problems. the music played pretty good. i rate it okay.,1,20,okay : this is an okay player . i never had skipping problems . the music play there good . i rate it okay .,[any] (this) (is) (an) [any] [any] (i) [any] (had) {skip} {problem} (the) [any] {play} [there] [any] (i) [any] (it) [any] ,9,3,8,0,* : this is an * * . i * had * problem . the * * there good . i * it * .,"[566, 729]",11,9
5027,great and insghtful: well written and informative. i finished the whole 689 page book in one week and three days. highly recommended!!,1,22,great and insghtful : there write and informative . i finish the this 689 page book in one week and there sunday . highly recommend ! !,[any] (and) insghtful: [there] {write} (and) [any] (i) {finish} (the) [this] 689 [any] [any] (in) [any] [any] (and) [there] {day} [any] {recommend} ,10,4,6,2,* and * : there * and * . i finish the this * page book in * * and there * . * * ! !,"[316, 567]",12,10
5047,"excelent: very interesting read, if you love history you will love this book as i did. i could not put it down.",1,22,"excelent : very interesting read , if you love history you will love this book as i did . i there not put it down .",excelent: (very) [any] [any] (if) (you) [any] [any] (you) (will) [any] (this) [any] (as) (i) (did.) (i) [there] (not) [any] (it) (down.) ,8,0,11,3,"* : very interesting read , if you * * you will * this book as i did . i there not * it down .","[466, 568]",17,5
5057,i love my card holders: it makes so much easier to hold my cards and my friends like them very much. thanks for selling this product.,1,26,i love my card holder : it there so there easy to there my card and my daddy there them very there . thank for new this includes .,(i) [any] (my) [any] {holder} (it) {make} (so) [there] {easy} (to) [there] (my) {card} (and) (my) {friend} [there] (them) (very) [there] {thank} (for) {sell} (this) [includes] ,7,7,12,0,i * my * * : it there so there * to there my * and my daddy there them very there . thank for * this * .,"[321, 569]",19,7
5143,works well with the samsung wep200: i wanted an in ear blue tooth headset but couldn't get them to stay in. these made it work!,1,25,work there with the samsung wep200 : i want an in finger yellow tooth headset but there not there them to always in . these there it work !,{work} [there] (with) (the) [any] wep200: (i) {want} (an) (in) [finger] [yellow] [any] [any] (but) (couldn't) [there] (them) (to) [always] (in.) (these) {make} (it) [any] ,9,3,10,3,* there with the * * : i want an in finger * * * but there not there them to * in . these there it * !,"[242, 570]",18,8
5157,good: i have not really had a chance to use these but my daughter states that it works for her very well.,1,22,good : i have not there had a chance to use these but my woman state that it work for her very there .,[any] (i) (have) (not) [there] (had) (a) [any] (to) [any] (these) (but) (my) [woman] {state} (that) (it) {work} (for) (her) (very) [there] ,6,2,14,0,* : i have not there had a * to * these but my woman * that it work for her very there .,"[147, 571]",18,4
5211,works great: this mold is great for what i need. chocolate pops right out of the plastic. would buy again if needed,1,22,work great : this mold is great for what i there . chocolate dance there out of the plastic . there new again if there,{work} [any] (this) [any] (is) [any] (for) (what) (i) [there] [any] {pop} [there] (out) (of) (the) [any] [there] [free] (again) (if) {need} ,9,3,10,0,work great : this * is great for what i there . * * there out of the * . there * again if there,"[572, 626]",17,5
5226,useful: needed for class. it got the job done. interesting book and i'm glad i had to read it. would recommend.,1,21,examples : there for class . it there the job do . interesting book and i be glad i had to read it . there recommend .,[examples] {need} (for) [any] (it) {get} (the) [any] {do} [any] [any] (and) {I} [any] (i) (had) (to) [any] (it.) [there] [any] ,9,4,7,1,* : there for * . it there the * do . * book and i be * i had to * it . there recommend .,"[536, 573]",16,6
5238,very action packed and cool: i like this movie. i like the part when moby dick attacks. i think the captain is weird.,1,23,very challenge bag and cool : i there this movie . i there the secret when sandman dick attack . i there the captain is weird .,(very) [challenge] {pack} (and) [any] (i) [there] (this) [any] (i) [there] (the) [secret] (when) [sandman] [any] {attack} (i) [there] (the) [any] (is) [any] ,11,2,10,0,very * * and * : i there this * . i there the secret when * * * . i there the * is weird .,"[552, 574]",15,8
5320,"wonderful book: i love this book, it has different kinds of projects that you'll enjoy, and the charts are neat, i love it!!!!!!",1,23,"wonderful book : i love this book , it has different kind of project that you will good , and the chart are neat , i love it ! ! ! ! ! !","[any] [any] (i) [any] (this) [any] (it) (has) [any] {kind} (of) {project} (that) (you'll) [good] (and) (the) {chart} (are) neat, (i) [any] (it!!!!!!) ",7,3,10,3,"wonderful book : i * this book , it has * * of * that you will good , and the * are * , i * it ! ! ! ! ! !","[482, 575]",17,7
5487,needed for class: not too much to say; it is the book i needed for class and i got it at a good price on amazon.,1,26,there for class : not too there to say ; it is the book i there for class and i there it at a good price on amazon .,{need} (for) [any] (not) (too) [there] (to) [any] (it) (is) (the) [any] (i) {need} (for) [any] (and) (i) {get} (it) (at) (a) [any] [any] (on) [any] ,8,3,15,0,there for * : not too there to * ; it is the book i there for * and i there it at a * * on amazon .,"[137, 576]",21,5
5511,jack and the giant: a story full of beans: this wonderful book has a great southwest twist and the illustrations are incredible!,1,22,collins and the giant : a secret full of bean : this wonderful book has a great southwest tattoo and the illustration are exciting !,[collins] (and) (the) [any] (a) [secret] [any] (of) {bean} (this) [any] [any] (has) (a) [any] [any] [tattoo] (and) (the) {illustration} (are) [exciting] ,10,2,10,0,* and the * : a secret * of * : this * book has a * * * and the illustration are * !,"[441, 577]",13,9
5542,great toy: the toy is pretty awsome. it is a lot of fun and really cool. the only problem is that the batteries die really fast.,1,26,great toy : the toy is there awsome . it is a there of good and there cool . the only problem is that the battery die there fast .,[any] [any] (the) [any] (is) [there] awsome. (it) (is) (a) [there] (of) [good] (and) [there] [any] (the) (only) [any] (is) (that) (the) {battery} [dat] [there] [any] ,12,1,12,1,great toy : the toy is there * . it is a there of good and there * . the only * is that the * * there * .,"[578, 916]",20,6
5544,"coooooooooooooooooool: this toy looks really cool, but i think they should make it have better graphics and a better screen.",1,20,"coooooooooooooooooool : this toy there there cool , but i there they should there it have there graphic and a there keyboard .",coooooooooooooooooool: (this) [any] {look} [there] [any] (but) (i) [there] (they) (should) [there] (it) (have) {well} {graphic} (and) (a) {well} [keyboard] ,6,4,9,1,"* : this * there there * , but i there they should there it have there * and a there keyboard .","[392, 579]",16,4
5565,excellent lyrics: if your looking for music that is true to life and chills u out on a sunny sfternoon then buy this cd...beautiful voice!,1,25,excellent lyric : if your there for music that is true to there and chill u out on a sunny sfternoon then new this hd ... beautiful voice !,[any] {lyric} (if) (your) {look} (for) [any] (that) (is) [any] (to) [there] (and) {chill} [any] (out) (on) (a) sunny sfternoon (then) [free] (this) cd...beautiful [any] ,7,3,12,3,* * : if your there for music that is * to there and * u out on a * * then new this hd ... * * !,"[580, 713]",18,8
5596,"a+: the book came really fast and was in great condition, i cant wait to read it i would order from them again for sure.",1,25,"a+ : the book come there fast and was in great condition , i can not wait to read it i there order from them again for there .",(a+:) (the) [any] {come} [there] [any] (and) (was) (in) [any] [any] (i) {can} [any] (to) [any] (it) (i) [there] [any] (from) (them) (again) (for) [there] ,10,2,12,1,"a+ : the * come there * and was in great * , i can not wait to * it i there * from them again for there .","[22, 581]",21,5
5612,this movie is funny: i really liked the part when john candy was at the firing range. this movie is one of candy's greatest.,1,24,this movie is funny : i there there the secret when collins candy was at the firing range . this movie is one of candy 's great .,(this) [any] (is) [any] (i) [there] {like} (the) [secret] (when) [collins] [any] (was) (at) (the) {fire} [any] (this) [any] (is) [any] (of) {candy} {great} ,9,4,11,0,this movie is * : i there there the secret when * * was at the * * . this movie is one of * be great .,"[582, 676]",19,6
5639,"zelia duncan: this is an excellent dvd. the music is fantastic, the singer is great and the musicians are the best. i highly recommend it!",1,25,"zelia collins : this is an excellent hd . the music is exciting , the singer is great and the musician are the best . i highly recommend it !",zelia [collins] (this) (is) (an) [any] [hd] (the) [any] (is) [exciting] (the) [any] (is) [any] (and) (the) {musician} (are) (the) {good} (i) [any] [any] (it!) ,9,2,12,2,"* * : this is an * hd . the music is exciting , the * is great and the * are the * . i * * it !","[481, 583]",17,8
5702,egyptian technique: this is a wonderful video. teachings egyptian technique and combos- i love it. it has helped me become a better dancer.,1,23,egyptian technique : this is a wonderful video . teaching egyptian technique and combos- i love it . it has help me become a there dancer .,egyptian technique: (this) (is) (a) [any] [any] {teaching} egyptian technique (and) {combo} (i) [any] (it.) (it) (has) {help} (me) [any] (a) {well} [any] ,5,4,9,5,* * : this is a wonderful * . * * * and *- i love it . it has * me * a there * .,"[584, 688]",13,10
