text,annon_sents,neigbors
sorry: they don't work??????????????????????????????all they do is beep all the time .what do i do ??????????,3: does not work with a multi-function printer: check this site to see if it is compatible:http://support.dlink.,"[633, 812, 904]"
terrible communication: tried to contact seller several times. was unable to. would not do business again with him.,"panasonic's customer service is atrocious, i would not buy any product from them. tried to contact seller several times. was","[400, 634, 616]"
as described: cd quality as described and promised however it took forever for it to get shipped to me.,hard drive upgrade kit worked perfectly. process took less than 30 minutes from start to finish. seller shipped it fast.,"[253, 635, 382]"
oxo great product: all oxo kitchen tools are great. this is another one. solid build. opens cans easily.,"detecto 339: excellent. assembly easy, works perfectly and is made in usa.highly recommmed detecto products.","[110, 597, 636]"
"great book: i like this book,gr8 analysis,i tried to search for the biography of the writer,but i couldn't find.","i like this book,gr8 analysis,i tried to search for the biography of the writer,but i couldn't find.","[637, 935, 774]"
"not very cordial: these are really tiny, not very impressive in real life, and not worth the price, imho","save your money, these bracelets are almost impossible to put together. these are really tiny, not very impressive in real life, and not worth the","[169, 638, 751]"
repulsive: viewers should be aware that this film contains scenes in which animals are slaughtered and hurt.,the overall appearance of gluten free bread was poor. viewers should be aware that this film contains scenes in which animals are slaughtered and hurt.,"[547, 834, 639]"
poor blu ray: the blu ray version is barely superior to the dvd...it is very grainy.not worth the upgrade.,the blu ray version is barely superior to the dvd...it is very grainy.not worth the upgrade.,"[27, 640, 293]"
"excellent: while the look is dated it is wonderful, fun to watch, classic old-style sci-fi...could hardly ask for better.","gene: dated. doesn't tell ""how to beat the democrats..."" old, worn advice. save your money and buy something else.","[24, 641, 577]"
"always the wrong colour: second time that comes pink, my baby is a boy!!!!and i sent previous emails!!!can't return...",danny gans never received item just a refund with no explanation.r.i.p. danny gans you will be missed,"[563, 624, 642]"
"black suede enzo angiolini boots: great boots ! comfortable, stylish, great price !! i wear them everywhere.","shocking sneakers: beautiful design, very nice choice of colours (white/ green/ gold), very confortable, 10 points. black suede enzo","[336, 849, 643]"
"sony a100h: great service, product arrived in perfect condition, now i just need to learn how to use it.","sony a100h: great subsitute for sony memory stick. cost less, same quality. dualdisc contains no enhanced audio","[42, 644, 205]"
"soft feel, works great!: excellent whisk! nice soft feel and most importantly does exactly what it should do... recommended",this product is good for the one who wants deep clean shave. performance is good for sure.,"[334, 645, 788]"
"the worst movie ever!: this movie was dreadful. poorly acted, filmed, edited, and scripted. just awful!","horrible lieutenant: worst nicholas cage movie ever made. poorly acted, filmed, edited, and scripted.","[14, 646, 601]"
pastry cutter: heavier than expected. very good when chopping/diceing vegetables to transfer them to pot from cutting board.,pastry cutter: heavier than expected. very good when chopping/dicing vegetables to transfer them to pot from cutting board. cheap: don',"[296, 647, 629]"
"great!: like many of oxo's product, a tour de force! now back to one of macallan's products (cask-strength!)!",this is the most comprehensive hits collection available by her - a real best buy. the chardonnay/voigner model is,"[648, 786, 938]"
"the koran (penguin classics): best translation of koran i have read, but others should be consulted too.",carrie book review: it was very good enjoyable and i liked it. stephen king used his imagination a lot.,"[649, 681, 704]"
oxo flour sifter: perfect sifter. works great. small in size so easy to store. would definitely buy it again.,i love these knives and would recommend them to anybody. oxo flour sifter: perfect sifter. works great,"[465, 861, 650]"
another great lrb music collection: this lrb music collection won't let you down. another great addition to my collection.,"this is the one that matters: it has the original ewok song (y'know, 'yub-yub'","[571, 651, 596]"
"great seller!: would buy again from this seller. item arrived quickly, and in condition described.thanks so much!","would buy again from this seller. item arrived quickly, and in condition described.thanks so much!","[386, 652, 679]"
excelent tome: this book provides insight into sirach commentary for conventional bibles. easily readable and understandable...suited my needs. recommended.,"the authors have provided the quintessential study guide to the canterbury tales. this book offers beautiful writing, a deep spirituality","[44, 604, 653]"
great product: this book was everything it was advertised as. i was delivered fast and in good shape.,the book i ordered was exactly as described. delivery was even faster than promised. prompt shipment and book is as ordered.,"[32, 654, 109]"
sizes run small: size smaller than expected. purchased as christmas gift for nephew; plan on returning.,"i love this chain, it's not to big but def not small either, it's just enough...really cute. ","[107, 655, 478]"
disappointment: he must have needed the money -- this was written with his left hand -- no suspense whatever,better information on handwriting analysis is avalable from other sources. there are other more informative books out there costing definitely less.,"[612, 656, 805]"
"silly: history characters were fun.good concept.gotta love keanu, but the acting was horrible.movie was better in the 80's.",interesting look back at what we liked in the 70s: but doesn't hold up very well against contemporary competition. could be interesting for historians,"[474, 657, 955]"
